word,meaning,sentence,sentence_meaning,category
or,或,The word 'or' means 或 in Chinese.,單字 'or' 在中文裡的意思是或。,27. Geographical terms
that,那,The word 'that' means 那 in Chinese.,單字 'that' 在中文裡的意思是那。,27. Geographical terms
though,雖然,The word 'though' means 雖然 in Chinese.,單字 'though' 在中文裡的意思是雖然。,27. Geographical terms
action,動作,The word 'action' means 動作 in Chinese.,單字 'action' 在中文裡的意思是動作。,27. Geographical terms
age,年紀,The word 'age' means 年紀 in Chinese.,單字 'age' 在中文裡的意思是年紀。,27. Geographical terms
American,美國,The word 'american' means 美國 in Chinese.,單字 'american' 在中文裡的意思是美國。,27. Geographical terms
band,樂隊,The word 'band' means 樂隊 in Chinese.,單字 'band' 在中文裡的意思是樂隊。,27. Geographical terms
trouble,麻煩人(的),The word 'trouble' means 麻煩人(的) in Chinese.,單字 'trouble' 在中文裡的意思是麻煩人(的)。,27. Geographical terms
bell,鈴鐺,The word 'bell' means 鈴鐺 in Chinese.,單字 'bell' 在中文裡的意思是鈴鐺。,27. Geographical terms
birthday,生日,The word 'birthday' means 生日 in Chinese.,單字 'birthday' 在中文裡的意思是生日。,27. Geographical terms
bottom,底部,The word 'bottom' means 底部 in Chinese.,單字 'bottom' 在中文裡的意思是底部。,27. Geographical terms
cage,籠子,The word 'cage' means 籠子 in Chinese.,單字 'cage' 在中文裡的意思是籠子。,27. Geographical terms
voice,聲音,The word 'voice' means 聲音 in Chinese.,單字 'voice' 在中文裡的意思是聲音。,27. Geographical terms
case,實例,The word 'case' means 實例 in Chinese.,單字 'case' 在中文裡的意思是實例。,27. Geographical terms
castle,城堡,The word 'castle' means 城堡 in Chinese.,單字 'castle' 在中文裡的意思是城堡。,27. Geographical terms
cellphone,手機,The word 'cellphone' means 手機 in Chinese.,單字 'cellphone' 在中文裡的意思是手機。,27. Geographical terms
center,中心,The word 'center' means 中心 in Chinese.,單字 'center' 在中文裡的意思是中心。,27. Geographical terms
chance,機會,The word 'chance' means 機會 in Chinese.,單字 'chance' 在中文裡的意思是機會。,27. Geographical terms
excuse,抱歉;,The word 'excuse' means 抱歉; in Chinese.,單字 'excuse' 在中文裡的意思是抱歉;。,27. Geographical terms
club,俱樂部,The word 'club' means 俱樂部 in Chinese.,單字 'club' 在中文裡的意思是俱樂部。,27. Geographical terms
corner,角落,The word 'corner' means 角落 in Chinese.,單字 'corner' 在中文裡的意思是角落。,27. Geographical terms
dream,夢,The word 'dream' means 夢 in Chinese.,單字 'dream' 在中文裡的意思是夢。,27. Geographical terms
e-mail,電郵借口,The word 'e-mail' means 電郵借口 in Chinese.,單字 'e-mail' 在中文裡的意思是電郵借口。,27. Geographical terms
experience,經驗,The word 'experience' means 經驗 in Chinese.,單字 'experience' 在中文裡的意思是經驗。,27. Geographical terms
fact,事實,The word 'fact' means 事實 in Chinese.,單字 'fact' 在中文裡的意思是事實。,27. Geographical terms
fire,火,The word 'fire' means 火 in Chinese.,單字 'fire' 在中文裡的意思是火。,27. Geographical terms
foreigner,外國人,The word 'foreigner' means 外國人 in Chinese.,單字 'foreigner' 在中文裡的意思是外國人。,27. Geographical terms
flower,花,The word 'flower' means 花 in Chinese.,單字 'flower' 在中文裡的意思是花。,27. Geographical terms
fun,有趣的,The word 'fun' means 有趣的 in Chinese.,單字 'fun' 在中文裡的意思是有趣的。,27. Geographical terms
garbage,垃圾,The word 'garbage' means 垃圾 in Chinese.,單字 'garbage' 在中文裡的意思是垃圾。,27. Geographical terms
gas,瓦斯,The word 'gas' means 瓦斯 in Chinese.,單字 'gas' 在中文裡的意思是瓦斯。,27. Geographical terms
ghost,鬼魂,The word 'ghost' means 鬼魂 in Chinese.,單字 'ghost' 在中文裡的意思是鬼魂。,27. Geographical terms
gift,禮物,The word 'gift' means 禮物 in Chinese.,單字 'gift' 在中文裡的意思是禮物。,27. Geographical terms
grass,草,The word 'grass' means 草 in Chinese.,單字 'grass' 在中文裡的意思是草。,27. Geographical terms
ground,地面,The word 'ground' means 地面 in Chinese.,單字 'ground' 在中文裡的意思是地面。,27. Geographical terms
group,團,The word 'group' means 團 in Chinese.,單字 'group' 在中文裡的意思是團。,27. Geographical terms
habit,習慣,The word 'habit' means 習慣 in Chinese.,單字 'habit' 在中文裡的意思是習慣。,27. Geographical terms
heat,熱氣,The word 'heat' means 熱氣 in Chinese.,單字 'heat' 在中文裡的意思是熱氣。,27. Geographical terms
honey,蜂蜜,The word 'honey' means 蜂蜜 in Chinese.,單字 'honey' 在中文裡的意思是蜂蜜。,27. Geographical terms
idea,主意,The word 'idea' means 主意 in Chinese.,單字 'idea' 在中文裡的意思是主意。,27. Geographical terms
Internet,網路,The word 'internet' means 網路 in Chinese.,單字 'internet' 在中文裡的意思是網路。,27. Geographical terms
interview,面試,The word 'interview' means 面試 in Chinese.,單字 'interview' 在中文裡的意思是面試。,27. Geographical terms
joy,喜悅,The word 'joy' means 喜悅 in Chinese.,單字 'joy' 在中文裡的意思是喜悅。,27. Geographical terms
matter,事;東西,The word 'matter' means 事;東西 in Chinese.,單字 'matter' 在中文裡的意思是事;東西。,27. Geographical terms
kind,種/仁慈的,The word 'kind' means 種/仁慈的 in Chinese.,單字 'kind' 在中文裡的意思是種/仁慈的。,27. Geographical terms
leader,領導者,The word 'leader' means 領導者 in Chinese.,單字 'leader' 在中文裡的意思是領導者。,27. Geographical terms
lid,蓋子,The word 'lid' means 蓋子 in Chinese.,單字 'lid' 在中文裡的意思是蓋子。,27. Geographical terms
mail,郵件,The word 'mail' means 郵件 in Chinese.,單字 'mail' 在中文裡的意思是郵件。,27. Geographical terms
meeting,會議,The word 'meeting' means 會議 in Chinese.,單字 'meeting' 在中文裡的意思是會議。,27. Geographical terms
mind,心靈,The word 'mind' means 心靈 in Chinese.,單字 'mind' 在中文裡的意思是心靈。,27. Geographical terms
mistake,錯誤,The word 'mistake' means 錯誤 in Chinese.,單字 'mistake' 在中文裡的意思是錯誤。,27. Geographical terms
mud,泥,The word 'mud' means 泥 in Chinese.,單字 'mud' 在中文裡的意思是泥。,27. Geographical terms
news,新聞,The word 'news' means 新聞 in Chinese.,單字 'news' 在中文裡的意思是新聞。,27. Geographical terms
note,筆記;記,The word 'note' means 筆記;記 in Chinese.,單字 'note' 在中文裡的意思是筆記;記。,27. Geographical terms
order,順序;秩序,The word 'order' means 順序;秩序 in Chinese.,單字 'order' 在中文裡的意思是順序;秩序。,27. Geographical terms
newspaper,報紙,The word 'newspaper' means 報紙 in Chinese.,單字 'newspaper' 在中文裡的意思是報紙。,27. Geographical terms
noise,吵鬧聲,The word 'noise' means 吵鬧聲 in Chinese.,單字 'noise' 在中文裡的意思是吵鬧聲。,27. Geographical terms
party,派對錄,The word 'party' means 派對錄 in Chinese.,單字 'party' 在中文裡的意思是派對錄。,27. Geographical terms
way,方向;方,The word 'way' means 方向;方 in Chinese.,單字 'way' 在中文裡的意思是方向;方。,27. Geographical terms
photo,相片,The word 'photo' means 相片 in Chinese.,單字 'photo' 在中文裡的意思是相片。,27. Geographical terms
word,文字,The word 'word' means 文字 in Chinese.,單字 'word' 在中文裡的意思是文字。,27. Geographical terms
planet,星球,The word 'planet' means 星球 in Chinese.,單字 'planet' 在中文裡的意思是星球。,27. Geographical terms
player,球員法,The word 'player' means 球員法 in Chinese.,單字 'player' 在中文裡的意思是球員法。,27. Geographical terms
trash,垃圾,The word 'trash' means 垃圾 in Chinese.,單字 'trash' 在中文裡的意思是垃圾。,32. Other verbs
power,力量,The word 'power' means 力量 in Chinese.,單字 'power' 在中文裡的意思是力量。,32. Other verbs
robot,機器人,The word 'robot' means 機器人 in Chinese.,單字 'robot' 在中文裡的意思是機器人。,32. Other verbs
rock,石頭,The word 'rock' means 石頭 in Chinese.,單字 'rock' 在中文裡的意思是石頭。,32. Other verbs
tree,樹,The word 'tree' means 樹 in Chinese.,單字 'tree' 在中文裡的意思是樹。,32. Other verbs
rose,玫瑰,The word 'rose' means 玫瑰 in Chinese.,單字 'rose' 在中文裡的意思是玫瑰。,32. Other verbs
rule,規則,The word 'rule' means 規則 in Chinese.,單字 'rule' 在中文裡的意思是規則。,32. Other verbs
sale,買賣,The word 'sale' means 買賣 in Chinese.,單字 'sale' 在中文裡的意思是買賣。,32. Other verbs
screen,螢幕,The word 'screen' means 螢幕 in Chinese.,單字 'screen' 在中文裡的意思是螢幕。,32. Other verbs
seat,座位,The word 'seat' means 座位 in Chinese.,單字 'seat' 在中文裡的意思是座位。,32. Other verbs
seed,種子,The word 'seed' means 種子 in Chinese.,單字 'seed' 在中文裡的意思是種子。,32. Other verbs
sentence,句子,The word 'sentence' means 句子 in Chinese.,單字 'sentence' 在中文裡的意思是句子。,32. Other verbs
set,設定,The word 'set' means 設定 in Chinese.,單字 'set' 在中文裡的意思是設定。,32. Other verbs
side,邊,The word 'side' means 邊 in Chinese.,單字 'side' 在中文裡的意思是邊。,32. Other verbs
space,空間;太空,The word 'space' means 空間;太空 in Chinese.,單字 'space' 在中文裡的意思是空間;太空。,32. Other verbs
sight,視線,The word 'sight' means 視線 in Chinese.,單字 'sight' 在中文裡的意思是視線。,32. Other verbs
smile,微笑,The word 'smile' means 微笑 in Chinese.,單字 'smile' 在中文裡的意思是微笑。,32. Other verbs
subject,科目,The word 'subject' means 科目 in Chinese.,單字 'subject' 在中文裡的意思是科目。,32. Other verbs
swing,盪,The word 'swing' means 盪 in Chinese.,單字 'swing' 在中文裡的意思是盪。,32. Other verbs
thing,東西,The word 'thing' means 東西 in Chinese.,單字 'thing' 在中文裡的意思是東西。,32. Other verbs
ticket,票,The word 'ticket' means 票 in Chinese.,單字 'ticket' 在中文裡的意思是票。,32. Other verbs
tool,工具,The word 'tool' means 工具 in Chinese.,單字 'tool' 在中文裡的意思是工具。,32. Other verbs
feel,感覺,The word 'feel' means 感覺 in Chinese.,單字 'feel' 在中文裡的意思是感覺。,32. Other verbs
hear,聽,The word 'hear' means 聽 in Chinese.,單字 'hear' 在中文裡的意思是聽。,32. Other verbs
look,看,The word 'look' means 看 in Chinese.,單字 'look' 在中文裡的意思是看。,32. Other verbs
see,看,The word 'see' means 看 in Chinese.,單字 'see' 在中文裡的意思是看。,32. Other verbs
smell,聞,The word 'smell' means 聞 in Chinese.,單字 'smell' 在中文裡的意思是聞。,32. Other verbs
sound,聲音,The word 'sound' means 聲音 in Chinese.,單字 'sound' 在中文裡的意思是聲音。,32. Other verbs
taste,品嘗,The word 'taste' means 品嘗 in Chinese.,單字 'taste' 在中文裡的意思是品嘗。,32. Other verbs
watch,看,The word 'watch' means 看 in Chinese.,單字 'watch' 在中文裡的意思是看。,32. Other verbs
check,確認,The word 'check' means 確認 in Chinese.,單字 'check' 在中文裡的意思是確認。,32. Other verbs
end,結束,The word 'end' means 結束 in Chinese.,單字 'end' 在中文裡的意思是結束。,32. Other verbs
finish,完成,The word 'finish' means 完成 in Chinese.,單字 'finish' 在中文裡的意思是完成。,32. Other verbs
believe,相信,The word 'believe' means 相信 in Chinese.,單字 'believe' 在中文裡的意思是相信。,32. Other verbs
forget,忘記,The word 'forget' means 忘記 in Chinese.,單字 'forget' 在中文裡的意思是忘記。,32. Other verbs
guess,猜,The word 'guess' means 猜 in Chinese.,單字 'guess' 在中文裡的意思是猜。,32. Other verbs
hate,恨,The word 'hate' means 恨 in Chinese.,單字 'hate' 在中文裡的意思是恨。,32. Other verbs
hope,希望,The word 'hope' means 希望 in Chinese.,單字 'hope' 在中文裡的意思是希望。,32. Other verbs
know,知道,The word 'know' means 知道 in Chinese.,單字 'know' 在中文裡的意思是知道。,32. Other verbs
like,喜歡,The word 'like' means 喜歡 in Chinese.,單字 'like' 在中文裡的意思是喜歡。,32. Other verbs
love,愛,The word 'love' means 愛 in Chinese.,單字 'love' 在中文裡的意思是愛。,32. Other verbs
mind,介意,The word 'mind' means 介意 in Chinese.,單字 'mind' 在中文裡的意思是介意。,32. Other verbs
need,需要,The word 'need' means 需要 in Chinese.,單字 'need' 在中文裡的意思是需要。,32. Other verbs
notice,注意,The word 'notice' means 注意 in Chinese.,單字 'notice' 在中文裡的意思是注意。,32. Other verbs
remember,記得,The word 'remember' means 記得 in Chinese.,單字 'remember' 在中文裡的意思是記得。,32. Other verbs
surprise,驚喜,The word 'surprise' means 驚喜 in Chinese.,單字 'surprise' 在中文裡的意思是驚喜。,32. Other verbs
think,想,The word 'think' means 想 in Chinese.,單字 'think' 在中文裡的意思是想。,32. Other verbs
want,想要,The word 'want' means 想要 in Chinese.,單字 'want' 在中文裡的意思是想要。,32. Other verbs
wish,希望,The word 'wish' means 希望 in Chinese.,單字 'wish' 在中文裡的意思是希望。,32. Other verbs
worry,煩惱,The word 'worry' means 煩惱 in Chinese.,單字 'worry' 在中文裡的意思是煩惱。,32. Other verbs
act,演,The word 'act' means 演 in Chinese.,單字 'act' 在中文裡的意思是演。,32. Other verbs
visit,訪視,The word 'visit' means 訪視 in Chinese.,單字 'visit' 在中文裡的意思是訪視。,32. Other verbs
break,打破,The word 'break' means 打破 in Chinese.,單字 'break' 在中文裡的意思是打破。,32. Other verbs
bring,帶來,The word 'bring' means 帶來 in Chinese.,單字 'bring' 在中文裡的意思是帶來。,32. Other verbs
brush,刷,The word 'brush' means 刷 in Chinese.,單字 'brush' 在中文裡的意思是刷。,32. Other verbs
cheat,作弊;欺騙,The word 'cheat' means 作弊;欺騙 in Chinese.,單字 'cheat' 在中文裡的意思是作弊;欺騙。,32. Other verbs
carry,攜帶,The word 'carry' means 攜帶 in Chinese.,單字 'carry' 在中文裡的意思是攜帶。,32. Other verbs
catch,接,The word 'catch' means 接 in Chinese.,單字 'catch' 在中文裡的意思是接。,32. Other verbs
choose,選擇,The word 'choose' means 選擇 in Chinese.,單字 'choose' 在中文裡的意思是選擇。,32. Other verbs
clap,拍手,The word 'clap' means 拍手 in Chinese.,單字 'clap' 在中文裡的意思是拍手。,32. Other verbs
close,關,The word 'close' means 關 in Chinese.,單字 'close' 在中文裡的意思是關。,32. Other verbs
come,來,The word 'come' means 來 in Chinese.,單字 'come' 在中文裡的意思是來。,32. Other verbs
collect,收集,The word 'collect' means 收集 in Chinese.,單字 'collect' 在中文裡的意思是收集。,32. Other verbs
correct,正確,The word 'correct' means 正確 in Chinese.,單字 'correct' 在中文裡的意思是正確。,32. Other verbs
copy,拷貝,The word 'copy' means 拷貝 in Chinese.,單字 'copy' 在中文裡的意思是拷貝。,32. Other verbs
count,算,The word 'count' means 算 in Chinese.,單字 'count' 在中文裡的意思是算。,32. Other verbs
cover,蓋,The word 'cover' means 蓋 in Chinese.,單字 'cover' 在中文裡的意思是蓋。,32. Other verbs
cry,哭,The word 'cry' means 哭 in Chinese.,單字 'cry' 在中文裡的意思是哭。,32. Other verbs
cut,切,The word 'cut' means 切 in Chinese.,單字 'cut' 在中文裡的意思是切。,32. Other verbs
dig,挖,The word 'dig' means 挖 in Chinese.,單字 'dig' 在中文裡的意思是挖。,32. Other verbs
hide,躲,The word 'hide' means 躲 in Chinese.,單字 'hide' 在中文裡的意思是躲。,32. Other verbs
enter,進入,The word 'enter' means 進入 in Chinese.,單字 'enter' 在中文裡的意思是進入。,32. Other verbs
feed,餵,The word 'feed' means 餵 in Chinese.,單字 'feed' 在中文裡的意思是餵。,32. Other verbs
fight,打鬥,The word 'fight' means 打鬥 in Chinese.,單字 'fight' 在中文裡的意思是打鬥。,32. Other verbs
follow,跟,The word 'follow' means 跟 in Chinese.,單字 'follow' 在中文裡的意思是跟。,32. Other verbs
wait,等,The word 'wait' means 等 in Chinese.,單字 'wait' 在中文裡的意思是等。,32. Other verbs
go,去,The word 'go' means 去 in Chinese.,單字 'go' 在中文裡的意思是去。,32. Other verbs
grow,成長；生長,The word 'grow' means 成長；生長 in Chinese.,單字 'grow' 在中文裡的意思是成長；生長。,32. Other verbs
try,試,The word 'try' means 試 in Chinese.,單字 'try' 在中文裡的意思是試。,32. Other verbs
help,幫,The word 'help' means 幫 in Chinese.,單字 'help' 在中文裡的意思是幫。,32. Other verbs
hit,打,The word 'hit' means 打 in Chinese.,單字 'hit' 在中文裡的意思是打。,32. Other verbs
hold,拿,The word 'hold' means 拿 in Chinese.,單字 'hold' 在中文裡的意思是拿。,32. Other verbs
hop,跳,The word 'hop' means 跳 in Chinese.,單字 'hop' 在中文裡的意思是跳。,32. Other verbs
hunt,打獵,The word 'hunt' means 打獵 in Chinese.,單字 'hunt' 在中文裡的意思是打獵。,32. Other verbs
hurry,催促,The word 'hurry' means 催促 in Chinese.,單字 'hurry' 在中文裡的意思是催促。,32. Other verbs
jump,跳,They like to jump in the park.,他們喜歡在公園跳。,32. Other verbs
kick,踢,The word 'kick' means 踢 in Chinese.,單字 'kick' 在中文裡的意思是踢。,32. Other verbs
knock,敲,The word 'knock' means 敲 in Chinese.,單字 'knock' 在中文裡的意思是敲。,32. Other verbs
kill,殺,The word 'kill' means 殺 in Chinese.,單字 'kill' 在中文裡的意思是殺。,32. Other verbs
kiss,親,The word 'kiss' means 親 in Chinese.,單字 'kiss' 在中文裡的意思是親。,32. Other verbs
laugh,笑,The word 'laugh' means 笑 in Chinese.,單字 'laugh' 在中文裡的意思是笑。,32. Other verbs
leave,離開,The word 'leave' means 離開 in Chinese.,單字 'leave' 在中文裡的意思是離開。,32. Other verbs
list,列清單,The word 'list' means 列清單 in Chinese.,單字 'list' 在中文裡的意思是列清單。,32. Other verbs
make,做,The word 'make' means 做 in Chinese.,單字 'make' 在中文裡的意思是做。,32. Other verbs
move,移動;搬家,The word 'move' means 移動;搬家 in Chinese.,單字 'move' 在中文裡的意思是移動;搬家。,32. Other verbs
meet,相遇,The word 'meet' means 相遇 in Chinese.,單字 'meet' 在中文裡的意思是相遇。,32. Other verbs
miss,想念,The word 'miss' means 想念 in Chinese.,單字 'miss' 在中文裡的意思是想念。,32. Other verbs
nod,點頭,The word 'nod' means 點頭 in Chinese.,單字 'nod' 在中文裡的意思是點頭。,32. Other verbs
open,開,The word 'open' means 開 in Chinese.,單字 'open' 在中文裡的意思是開。,32. Other verbs
pack,打包,The word 'pack' means 打包 in Chinese.,單字 'pack' 在中文裡的意思是打包。,32. Other verbs
park,停車,The word 'park' means 停車 in Chinese.,單字 'park' 在中文裡的意思是停車。,32. Other verbs
paste,黏,The word 'paste' means 黏 in Chinese.,單字 'paste' 在中文裡的意思是黏。,32. Other verbs
pick,撿,The word 'pick' means 撿 in Chinese.,單字 'pick' 在中文裡的意思是撿。,32. Other verbs
plant,植物,The word 'plant' means 植物 in Chinese.,單字 'plant' 在中文裡的意思是植物。,32. Other verbs
pull,拉,The word 'pull' means 拉 in Chinese.,單字 'pull' 在中文裡的意思是拉。,32. Other verbs
push,推,The word 'push' means 推 in Chinese.,單字 'push' 在中文裡的意思是推。,32. Other verbs
put,放,The word 'put' means 放 in Chinese.,單字 'put' 在中文裡的意思是放。,32. Other verbs
rise,升起,The word 'rise' means 升起 in Chinese.,單字 'rise' 在中文裡的意思是升起。,32. Other verbs
roll,滾,The word 'roll' means 滾 in Chinese.,單字 'roll' 在中文裡的意思是滾。,32. Other verbs
run,跑,They like to run in the park.,他們喜歡在公園跑。,32. Other verbs
rest,休息,The word 'rest' means 休息 in Chinese.,單字 'rest' 在中文裡的意思是休息。,32. Other verbs
shout,大叫,The word 'shout' means 大叫 in Chinese.,單字 'shout' 在中文裡的意思是大叫。,32. Other verbs
smoke,煙,The word 'smoke' means 煙 in Chinese.,單字 'smoke' 在中文裡的意思是煙。,32. Other verbs
sign,簽,The word 'sign' means 簽 in Chinese.,單字 'sign' 在中文裡的意思是簽。,32. Other verbs
stand,站,The word 'stand' means 站 in Chinese.,單字 'stand' 在中文裡的意思是站。,32. Other verbs
take,拿,The word 'take' means 拿 in Chinese.,單字 'take' 在中文裡的意思是拿。,32. Other verbs
tell,說,The word 'tell' means 說 in Chinese.,單字 'tell' 在中文裡的意思是說。,32. Other verbs
throw,丟,The word 'throw' means 丟 in Chinese.,單字 'throw' 在中文裡的意思是丟。,32. Other verbs
touch,摸,The word 'touch' means 摸 in Chinese.,單字 'touch' 在中文裡的意思是摸。,32. Other verbs
type,打字,The word 'type' means 打字 in Chinese.,單字 'type' 在中文裡的意思是打字。,32. Other verbs
use,使用,The word 'use' means 使用 in Chinese.,單字 'use' 在中文裡的意思是使用。,32. Other verbs
walk,走路,They like to walk in the park.,他們喜歡在公園走路。,32. Other verbs
wave,揮舞,The word 'wave' means 揮舞 in Chinese.,單字 'wave' 在中文裡的意思是揮舞。,32. Other verbs
mop,抹,The word 'mop' means 抹 in Chinese.,單字 'mop' 在中文裡的意思是抹。,32. Other verbs
agree,同意,The word 'agree' means 同意 in Chinese.,單字 'agree' 在中文裡的意思是同意。,32. Other verbs
appear,出現,The word 'appear' means 出現 in Chinese.,單字 'appear' 在中文裡的意思是出現。,32. Other verbs
welcome,歡迎,The word 'welcome' means 歡迎 in Chinese.,單字 'welcome' 在中文裡的意思是歡迎。,32. Other verbs
become,成為,The word 'become' means 成為 in Chinese.,單字 'become' 在中文裡的意思是成為。,32. Other verbs
begin,開始,The word 'begin' means 開始 in Chinese.,單字 'begin' 在中文裡的意思是開始。,32. Other verbs
belong,屬於,The word 'belong' means 屬於 in Chinese.,單字 'belong' 在中文裡的意思是屬於。,32. Other verbs
call,打電話;叫,The word 'call' means 打電話;叫 in Chinese.,單字 'call' 在中文裡的意思是打電話;叫。,32. Other verbs
care,關心,The word 'care' means 關心 in Chinese.,單字 'care' 在中文裡的意思是關心。,32. Other verbs
date,給日期,The word 'date' means 給日期 in Chinese.,單字 'date' 在中文裡的意思是給日期。,32. Other verbs
deal,交易,The word 'deal' means 交易 in Chinese.,單字 'deal' 在中文裡的意思是交易。,32. Other verbs
decide,決定,The word 'decide' means 決定 in Chinese.,單字 'decide' 在中文裡的意思是決定。,32. Other verbs
die,死,The word 'die' means 死 in Chinese.,單字 'die' 在中文裡的意思是死。,32. Other verbs
enjoy,享受,The word 'enjoy' means 享受 in Chinese.,單字 'enjoy' 在中文裡的意思是享受。,32. Other verbs
fall,掉落,The word 'fall' means 掉落 in Chinese.,單字 'fall' 在中文裡的意思是掉落。,32. Other verbs
fill,填滿,The word 'fill' means 填滿 in Chinese.,單字 'fill' 在中文裡的意思是填滿。,32. Other verbs
find,找,The word 'find' means 找 in Chinese.,單字 'find' 在中文裡的意思是找。,32. Other verbs
get,得到,The word 'get' means 得到 in Chinese.,單字 'get' 在中文裡的意思是得到。,32. Other verbs
give,給,The word 'give' means 給 in Chinese.,單字 'give' 在中文裡的意思是給。,32. Other verbs
happen,發生,The word 'happen' means 發生 in Chinese.,單字 'happen' 在中文裡的意思是發生。,32. Other verbs
wake,叫醒,The word 'wake' means 叫醒 in Chinese.,單字 'wake' 在中文裡的意思是叫醒。,32. Other verbs
hurt,傷害,The word 'hurt' means 傷害 in Chinese.,單字 'hurt' 在中文裡的意思是傷害。,32. Other verbs
invite,邀請,The word 'invite' means 邀請 in Chinese.,單字 'invite' 在中文裡的意思是邀請。,32. Other verbs
join,參加,The word 'join' means 參加 in Chinese.,單字 'join' 在中文裡的意思是參加。,32. Other verbs
keep,保留,The word 'keep' means 保留 in Chinese.,單字 'keep' 在中文裡的意思是保留。,32. Other verbs
lead,領導,The word 'lead' means 領導 in Chinese.,單字 'lead' 在中文裡的意思是領導。,32. Other verbs
let,讓,The word 'let' means 讓 in Chinese.,單字 'let' 在中文裡的意思是讓。,32. Other verbs
lie,騙,The word 'lie' means 騙 in Chinese.,單字 'lie' 在中文裡的意思是騙。,32. Other verbs
mean,意指,The word 'mean' means 意指 in Chinese.,單字 'mean' 在中文裡的意思是意指。,32. Other verbs
plan,計畫,The word 'plan' means 計畫 in Chinese.,單字 'plan' 在中文裡的意思是計畫。,32. Other verbs
please,請;拜託,The word 'please' means 請;拜託 in Chinese.,單字 'please' 在中文裡的意思是請;拜託。,32. Other verbs
pray,祈禱,The word 'pray' means 祈禱 in Chinese.,單字 'pray' 在中文裡的意思是祈禱。,32. Other verbs
prepare,準備,The word 'prepare' means 準備 in Chinese.,單字 'prepare' 在中文裡的意思是準備。,32. Other verbs
thank,謝謝,The word 'thank' means 謝謝 in Chinese.,單字 'thank' 在中文裡的意思是謝謝。,32. Other verbs
save,記錄;救,The word 'save' means 記錄;救 in Chinese.,單字 'save' 在中文裡的意思是記錄;救。,32. Other verbs
sell,賣,The word 'sell' means 賣 in Chinese.,單字 'sell' 在中文裡的意思是賣。,32. Other verbs
send,寄,The word 'send' means 寄 in Chinese.,單字 'send' 在中文裡的意思是寄。,32. Other verbs
share,分享,The word 'share' means 分享 in Chinese.,單字 'share' 在中文裡的意思是分享。,32. Other verbs
show,展示,The word 'show' means 展示 in Chinese.,單字 'show' 在中文裡的意思是展示。,32. Other verbs
sit,坐,The word 'sit' means 坐 in Chinese.,單字 'sit' 在中文裡的意思是坐。,33. Other adjectives
sleep,睡,The word 'sleep' means 睡 in Chinese.,單字 'sleep' 在中文裡的意思是睡。,33. Other adjectives
start,開始,The word 'start' means 開始 in Chinese.,單字 'start' 在中文裡的意思是開始。,33. Other adjectives
stay,留下,The word 'stay' means 留下 in Chinese.,單字 'stay' 在中文裡的意思是留下。,33. Other adjectives
stop,停止,The word 'stop' means 停止 in Chinese.,單字 'stop' 在中文裡的意思是停止。,33. Other adjectives
common,共同的;,The word 'common' means 共同的; in Chinese.,單字 'common' 在中文裡的意思是共同的;。,33. Other adjectives
convenient able,可以,The word 'convenient able' means 可以 in Chinese.,單字 'convenient able' 在中文裡的意思是可以。,33. Other adjectives
afraid,害怕,The word 'afraid' means 害怕 in Chinese.,單字 'afraid' 在中文裡的意思是害怕。,33. Other adjectives
bright,亮的平常的方便的,The word 'bright' means 亮的平常的方便的 in Chinese.,單字 'bright' 在中文裡的意思是亮的平常的方便的。,33. Other adjectives
dangerous,危險,The word 'dangerous' means 危險 in Chinese.,單字 'dangerous' 在中文裡的意思是危險。,33. Other adjectives
correct,正確的,The word 'correct' means 正確的 in Chinese.,單字 'correct' 在中文裡的意思是正確的。,33. Other adjectives
dark,暗的,The word 'dark' means 暗的 in Chinese.,單字 'dark' 在中文裡的意思是暗的。,33. Other adjectives
dead,死的,The word 'dead' means 死的 in Chinese.,單字 'dead' 在中文裡的意思是死的。,33. Other adjectives
dear,親愛的的,The word 'dear' means 親愛的的 in Chinese.,單字 'dear' 在中文裡的意思是親愛的的。,33. Other adjectives
different,不同的,The word 'different' means 不同的 in Chinese.,單字 'different' 在中文裡的意思是不同的。,33. Other adjectives
difficult,難的,The word 'difficult' means 難的 in Chinese.,單字 'difficult' 在中文裡的意思是難的。,33. Other adjectives
dirty,髒的,The word 'dirty' means 髒的 in Chinese.,單字 'dirty' 在中文裡的意思是髒的。,33. Other adjectives
easy,簡單的,The word 'easy' means 簡單的 in Chinese.,單字 'easy' 在中文裡的意思是簡單的。,33. Other adjectives
else,其他,The word 'else' means 其他 in Chinese.,單字 'else' 在中文裡的意思是其他。,33. Other adjectives
excellent,太棒的,The word 'excellent' means 太棒的 in Chinese.,單字 'excellent' 在中文裡的意思是太棒的。,33. Other adjectives
favorite,最喜歡,The word 'favorite' means 最喜歡 in Chinese.,單字 'favorite' 在中文裡的意思是最喜歡。,33. Other adjectives
enough,夠的,The word 'enough' means 夠的 in Chinese.,單字 'enough' 在中文裡的意思是夠的。,33. Other adjectives
fine,好的,The word 'fine' means 好的 in Chinese.,單字 'fine' 在中文裡的意思是好的。,33. Other adjectives
foreign,外來的的,The word 'foreign' means 外來的的 in Chinese.,單字 'foreign' 在中文裡的意思是外來的的。,33. Other adjectives
free,免費的;空,The word 'free' means 免費的;空 in Chinese.,單字 'free' 在中文裡的意思是免費的;空。,33. Other adjectives
